post_id,text,platform,timestamp,engagement,label,user_verified,follower_count,account_age_days
post_0414,Regular portfolio review with rebalancing is essential for long-term success,instagram,2025-08-06 22:18:50.010124,252,legitimate,False,4488,925
post_0415,Always read the offer document before investing in any mutual fund scheme,facebook,2025-08-09 22:18:50.010127,100,legitimate,True,39996,312
post_0416,Asset allocation is key to managing investment risk effectively,telegram,2025-08-25 22:18:50.010130,175,legitimate,False,18328,876
post_0417,Market volatility is normal - stick to your investment plan and don't panic,telegram,2025-08-05 22:18:50.010133,180,legitimate,True,35127,184
post_0418,Consider diversifying your portfolio with index funds for long-term growth,instagram,2025-08-25 22:18:50.010152,318,legitimate,True,17375,583
post_0419,Government approved scheme! Tax-free returns of 40% annually guaranteed!,twitter,2025-08-28 22:18:50.010156,3329,fraudulent,False,16033,190
post_0420,Dollar-cost averaging can help reduce the impact of market volatility,whatsapp,2025-08-05 22:18:50.010159,216,legitimate,False,38842,198
post_0421,Market volatility is normal - stick to your investment plan and don't panic,telegram,2025-08-10 22:18:50.010162,57,legitimate,False,21572,640
post_0422,PUMP ALERT: Everyone buy ABC stock at 2 PM sharp! Let's take it to the moon! 🌙,telegram,2025-08-28 22:18:50.010165,1333,fraudulent,False,35553,59
post_0423,Celebrity XYZ recommends this stock in viral video! Don't miss out!,instagram,2025-08-29 22:18:50.010168,4045,fraudulent,False,18684,210
post_0424,Regular portfolio review with rebalancing is essential for long-term success,telegram,2025-08-23 22:18:50.010171,139,legitimate,False,23667,659
post_0425,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,telegram,2025-08-18 22:18:50.010175,546,fraudulent,False,9312,138
post_0426,Consider diversifying your portfolio with index funds for long-term growth,facebook,2025-08-05 22:18:50.010178,323,legitimate,True,27505,717
post_0427,Celebrity XYZ recommends this stock in viral video! Don't miss out!,whatsapp,2025-08-05 22:18:50.010181,4255,fraudulent,False,28816,210
post_0428,Asset allocation is key to managing investment risk effectively,facebook,2025-08-22 22:18:50.010184,120,legitimate,False,8267,410
post_0429,Consider diversifying your portfolio with index funds for long-term growth,telegram,2025-08-11 22:18:50.010188,475,legitimate,False,33223,408
post_0430,Consider diversifying your portfolio with index funds for long-term growth,facebook,2025-08-29 22:18:50.010191,172,legitimate,True,26984,552
post_0431,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,instagram,2025-08-28 22:18:50.010194,3083,fraudulent,False,34354,906
post_0432,Regular portfolio review with rebalancing is essential for long-term success,facebook,2025-08-13 22:18:50.010197,379,legitimate,False,36327,377
post_0433,Government approved scheme! Tax-free returns of 40% annually guaranteed!,instagram,2025-08-20 22:18:50.010200,3279,fraudulent,False,41323,704
post_0434,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,twitter,2025-08-22 22:18:50.010203,1144,fraudulent,False,23472,405
post_0435,Research shows that systematic investment plans help build wealth over time,telegram,2025-08-30 22:18:50.010206,367,legitimate,True,14966,960
post_0436,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,telegram,2025-08-09 22:18:50.010209,4473,fraudulent,False,37454,595
post_0437,Asset allocation is key to managing investment risk effectively,whatsapp,2025-08-10 22:18:50.010213,217,legitimate,False,11705,794
post_0438,Research shows that systematic investment plans help build wealth over time,instagram,2025-08-23 22:18:50.010216,472,legitimate,True,2047,416
post_0439,Market volatility is normal - stick to your investment plan and don't panic,twitter,2025-09-03 22:18:50.010219,27,legitimate,False,6348,537
post_0440,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,twitter,2025-08-28 22:18:50.010222,2476,fraudulent,False,8689,230
post_0441,Asset allocation is key to managing investment risk effectively,facebook,2025-08-07 22:18:50.010225,481,legitimate,False,17355,952
post_0442,Emergency fund should be your first priority before investing,whatsapp,2025-08-30 22:18:50.010228,388,legitimate,False,39688,254
post_0443,Always read the offer document before investing in any mutual fund scheme,facebook,2025-08-06 22:18:50.010231,451,legitimate,False,17108,951
post_0444,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,telegram,2025-08-18 22:18:50.010234,4428,fraudulent,False,41816,160
post_0445,URGENT: This penny stock will be the next TESLA! Limited time offer - invest ₹10K get ₹1L,instagram,2025-08-27 22:18:50.010237,3337,fraudulent,False,16371,953
post_0446,Market volatility is normal - stick to your investment plan and don't panic,whatsapp,2025-08-16 22:18:50.010240,200,legitimate,True,18027,658
post_0447,Emergency fund should be your first priority before investing,facebook,2025-08-09 22:18:50.010244,402,legitimate,False,47501,851
post_0448,Market volatility is normal - stick to your investment plan and don't panic,facebook,2025-08-21 22:18:50.010247,62,legitimate,False,38830,645
post_0449,Asset allocation is key to managing investment risk effectively,facebook,2025-09-04 22:18:50.010250,462,legitimate,True,20208,662
post_0450,Market volatility is normal - stick to your investment plan and don't panic,facebook,2025-08-28 22:18:50.010253,437,legitimate,False,2608,680
post_0451,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,twitter,2025-08-06 22:18:50.010256,1790,fraudulent,False,43937,921
post_0452,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,twitter,2025-08-28 22:18:50.010259,2180,fraudulent,False,46147,342
post_0453,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,telegram,2025-08-12 22:18:50.010262,3555,fraudulent,False,21918,355
post_0454,Government approved scheme! Tax-free returns of 40% annually guaranteed!,telegram,2025-08-31 22:18:50.010264,3701,fraudulent,False,46203,49
post_0455,Consult a SEBI registered advisor before making major investment decisions,twitter,2025-08-23 22:18:50.010269,215,legitimate,False,43678,846
post_0456,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,twitter,2025-08-21 22:18:50.010272,2040,fraudulent,False,15741,340
post_0457,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,telegram,2025-09-03 22:18:50.010276,897,fraudulent,False,9497,853
post_0458,Always read the offer document before investing in any mutual fund scheme,facebook,2025-08-23 22:18:50.010279,473,legitimate,False,23246,985
post_0459,Emergency fund should be your first priority before investing,twitter,2025-08-11 22:18:50.010282,187,legitimate,True,10968,316
post_0460,Dollar-cost averaging can help reduce the impact of market volatility,instagram,2025-08-15 22:18:50.010285,153,legitimate,False,45373,687
post_0461,Consult a SEBI registered advisor before making major investment decisions,instagram,2025-09-03 22:18:50.010289,23,legitimate,True,730,753
post_0462,Celebrity XYZ recommends this stock in viral video! Don't miss out!,facebook,2025-08-10 22:18:50.010292,2019,fraudulent,False,44271,975
post_0463,Tax-saving investments under 80C can provide good returns with tax benefits,facebook,2025-08-15 22:18:50.010295,133,legitimate,False,1391,288
post_0464,Emergency fund should be your first priority before investing,whatsapp,2025-09-02 22:18:50.010298,367,legitimate,False,31206,180
post_0465,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-16 22:18:50.010301,305,legitimate,False,31160,172
post_0466,Always read the offer document before investing in any mutual fund scheme,whatsapp,2025-09-01 22:18:50.010304,85,legitimate,True,25953,132
post_0467,Regular portfolio review with rebalancing is essential for long-term success,facebook,2025-08-22 22:18:50.010307,196,legitimate,True,14129,132
post_0468,Regular portfolio review with rebalancing is essential for long-term success,whatsapp,2025-08-15 22:18:50.010310,127,legitimate,True,4404,796
post_0469,Always read the offer document before investing in any mutual fund scheme,whatsapp,2025-08-23 22:18:50.010313,215,legitimate,False,29785,526
post_0470,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-31 22:18:50.010316,308,legitimate,False,23107,323
post_0471,Always read the offer document before investing in any mutual fund scheme,facebook,2025-09-03 22:18:50.010319,204,legitimate,True,33290,504
post_0472,Dollar-cost averaging can help reduce the impact of market volatility,telegram,2025-08-14 22:18:50.010322,277,legitimate,False,20396,10
post_0473,Asset allocation is key to managing investment risk effectively,twitter,2025-08-31 22:18:50.010325,254,legitimate,True,31191,458
post_0474,Research shows that systematic investment plans help build wealth over time,telegram,2025-09-02 22:18:50.010328,84,legitimate,False,5527,808
post_0475,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,telegram,2025-08-21 22:18:50.010331,4175,fraudulent,False,34746,488
post_0476,Consult a SEBI registered advisor before making major investment decisions,whatsapp,2025-09-03 22:18:50.010334,499,legitimate,True,13370,174
post_0477,Consult a SEBI registered advisor before making major investment decisions,twitter,2025-08-14 22:18:50.010338,14,legitimate,False,44656,279
post_0478,Asset allocation is key to managing investment risk effectively,twitter,2025-08-17 22:18:50.010341,150,legitimate,True,1286,991
post_0479,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,whatsapp,2025-08-30 22:18:50.010344,2242,fraudulent,False,40384,585
post_0480,Dollar-cost averaging can help reduce the impact of market volatility,telegram,2025-08-24 22:18:50.010347,261,legitimate,True,24921,948
post_0481,Celebrity XYZ recommends this stock in viral video! Don't miss out!,instagram,2025-08-22 22:18:50.010350,1379,fraudulent,False,48489,93
post_0482,Always read the offer document before investing in any mutual fund scheme,facebook,2025-08-21 22:18:50.010353,393,legitimate,True,28113,751
post_0483,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,instagram,2025-08-28 22:18:50.010357,2955,fraudulent,False,18076,863
post_0484,Consider diversifying your portfolio with index funds for long-term growth,whatsapp,2025-08-17 22:18:50.010360,139,legitimate,False,3748,997
post_0485,Regular portfolio review with rebalancing is essential for long-term success,instagram,2025-08-15 22:18:50.010363,12,legitimate,False,15229,72
post_0486,Tax-saving investments under 80C can provide good returns with tax benefits,twitter,2025-08-07 22:18:50.010366,15,legitimate,True,21124,771
post_0487,Research shows that systematic investment plans help build wealth over time,facebook,2025-08-25 22:18:50.010369,446,legitimate,True,49328,216
post_0488,Consult a SEBI registered advisor before making major investment decisions,telegram,2025-08-15 22:18:50.010372,130,legitimate,False,14936,433
post_0489,Consult a SEBI registered advisor before making major investment decisions,instagram,2025-09-03 22:18:50.010375,217,legitimate,True,43092,866
post_0490,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,whatsapp,2025-08-21 22:18:50.010378,3259,fraudulent,False,33945,857
post_0491,Asset allocation is key to managing investment risk effectively,whatsapp,2025-08-16 22:18:50.010381,155,legitimate,False,1806,160
post_0492,Consult a SEBI registered advisor before making major investment decisions,twitter,2025-08-19 22:18:50.010384,109,legitimate,True,144,822
post_0493,Government approved scheme! Tax-free returns of 40% annually guaranteed!,twitter,2025-08-19 22:18:50.010387,2370,fraudulent,False,37465,849
post_0494,Always read the offer document before investing in any mutual fund scheme,telegram,2025-08-20 22:18:50.010390,136,legitimate,False,10130,368
post_0495,Dollar-cost averaging can help reduce the impact of market volatility,twitter,2025-08-13 22:18:50.010393,366,legitimate,False,7628,156
post_0496,Asset allocation is key to managing investment risk effectively,whatsapp,2025-08-14 22:18:50.010396,343,legitimate,True,37319,327
post_0497,Consult a SEBI registered advisor before making major investment decisions,instagram,2025-08-13 22:18:50.010399,411,legitimate,False,43658,608
post_0498,Market volatility is normal - stick to your investment plan and don't panic,twitter,2025-08-13 22:18:50.010402,276,legitimate,True,22845,385
post_0499,URGENT: This penny stock will be the next TESLA! Limited time offer - invest ₹10K get ₹1L,telegram,2025-08-09 22:18:50.010405,3465,fraudulent,False,275,292
post_0500,Always read the offer document before investing in any mutual fund scheme,whatsapp,2025-08-24 22:18:50.010408,306,legitimate,True,9212,60
post_0501,URGENT: This penny stock will be the next TESLA! Limited time offer - invest ₹10K get ₹1L,telegram,2025-08-11 22:18:50.010411,3613,fraudulent,False,23056,387
post_0502,Government approved scheme! Tax-free returns of 40% annually guaranteed!,telegram,2025-08-22 22:18:50.010413,1975,fraudulent,False,29414,256
post_0503,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,whatsapp,2025-08-07 22:18:50.010417,4087,fraudulent,False,38559,805
post_0504,Research shows that systematic investment plans help build wealth over time,facebook,2025-09-01 22:18:50.010420,130,legitimate,True,41980,854
post_0505,Consider diversifying your portfolio with index funds for long-term growth,instagram,2025-08-15 22:18:50.010424,229,legitimate,False,4776,605
post_0506,Consult a SEBI registered advisor before making major investment decisions,telegram,2025-08-26 22:18:50.010427,304,legitimate,False,12829,334
post_0507,Consider diversifying your portfolio with index funds for long-term growth,instagram,2025-08-07 22:18:50.010430,134,legitimate,False,5984,503
post_0508,Dollar-cost averaging can help reduce the impact of market volatility,twitter,2025-08-21 22:18:50.010433,328,legitimate,False,32254,620
post_0509,Tax-saving investments under 80C can provide good returns with tax benefits,whatsapp,2025-08-30 22:18:50.010436,68,legitimate,False,179,339
post_0510,Government approved scheme! Tax-free returns of 40% annually guaranteed!,facebook,2025-08-12 22:18:50.010439,1091,fraudulent,False,19426,390
post_0511,Celebrity XYZ recommends this stock in viral video! Don't miss out!,telegram,2025-08-15 22:18:50.010442,1553,fraudulent,False,26904,368
post_0512,Regular portfolio review with rebalancing is essential for long-term success,facebook,2025-08-30 22:18:50.010445,477,legitimate,True,2864,181
post_0513,Consult a SEBI registered advisor before making major investment decisions,twitter,2025-08-09 22:18:50.010448,294,legitimate,True,30595,167
post_0514,Tax-saving investments under 80C can provide good returns with tax benefits,whatsapp,2025-08-24 22:18:50.010451,372,legitimate,True,38927,286
post_0515,Research shows that systematic investment plans help build wealth over time,telegram,2025-08-19 22:18:50.010454,400,legitimate,False,24889,765
post_0516,Celebrity XYZ recommends this stock in viral video! Don't miss out!,whatsapp,2025-08-23 22:18:50.010457,2066,fraudulent,False,24892,532
post_0517,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,whatsapp,2025-08-11 22:18:50.010460,4845,fraudulent,False,37976,48
post_0518,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,telegram,2025-08-30 22:18:50.010463,4642,fraudulent,False,6820,877
post_0519,Always read the offer document before investing in any mutual fund scheme,whatsapp,2025-09-02 22:18:50.010466,283,legitimate,True,23695,857
post_0520,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,facebook,2025-09-02 22:18:50.010469,3577,fraudulent,False,20622,324
post_0521,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,twitter,2025-08-09 22:18:50.010473,3339,fraudulent,False,35740,47
post_0522,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,telegram,2025-08-28 22:18:50.010477,1787,fraudulent,False,18707,32
post_0523,Asset allocation is key to managing investment risk effectively,facebook,2025-08-17 22:18:50.010482,209,legitimate,False,44203,438
post_0524,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-27 22:18:50.010487,81,legitimate,False,30594,984
post_0525,Celebrity XYZ recommends this stock in viral video! Don't miss out!,telegram,2025-08-28 22:18:50.010490,1660,fraudulent,False,41362,22
post_0526,Asset allocation is key to managing investment risk effectively,instagram,2025-08-13 22:18:50.010493,22,legitimate,True,15991,134
post_0527,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-28 22:18:50.010496,74,legitimate,False,2095,352
post_0528,Dollar-cost averaging can help reduce the impact of market volatility,instagram,2025-08-06 22:18:50.010499,469,legitimate,False,36063,979
post_0529,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,twitter,2025-08-18 22:18:50.010504,3486,fraudulent,False,29995,896
post_0530,Always read the offer document before investing in any mutual fund scheme,facebook,2025-08-27 22:18:50.010509,364,legitimate,True,10527,964
post_0531,Dollar-cost averaging can help reduce the impact of market volatility,whatsapp,2025-08-07 22:18:50.010513,482,legitimate,True,14306,628
post_0532,Emergency fund should be your first priority before investing,facebook,2025-08-23 22:18:50.010516,420,legitimate,True,10979,81
post_0533,Tax-saving investments under 80C can provide good returns with tax benefits,whatsapp,2025-08-21 22:18:50.010519,11,legitimate,True,44351,693
post_0534,Research shows that systematic investment plans help build wealth over time,facebook,2025-08-15 22:18:50.010523,437,legitimate,True,39257,343
post_0535,Celebrity XYZ recommends this stock in viral video! Don't miss out!,facebook,2025-09-03 22:18:50.010526,2832,fraudulent,False,18654,209
post_0536,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,telegram,2025-08-30 22:18:50.010529,3206,fraudulent,False,22355,840
post_0537,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,whatsapp,2025-08-05 22:18:50.010533,4750,fraudulent,False,37673,454
post_0538,Research shows that systematic investment plans help build wealth over time,facebook,2025-08-31 22:18:50.010539,69,legitimate,True,46558,222
post_0539,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,twitter,2025-08-10 22:18:50.010543,1258,fraudulent,False,16298,892
post_0540,Tax-saving investments under 80C can provide good returns with tax benefits,instagram,2025-08-30 22:18:50.010546,487,legitimate,False,40759,275
post_0541,PUMP ALERT: Everyone buy ABC stock at 2 PM sharp! Let's take it to the moon! 🌙,whatsapp,2025-08-06 22:18:50.010553,2150,fraudulent,False,5042,938
post_0542,Regular portfolio review with rebalancing is essential for long-term success,facebook,2025-08-27 22:18:50.010559,446,legitimate,True,9557,285
post_0543,Market volatility is normal - stick to your investment plan and don't panic,instagram,2025-08-14 22:18:50.010565,322,legitimate,False,28930,482
post_0544,Research shows that systematic investment plans help build wealth over time,whatsapp,2025-08-14 22:18:50.010572,82,legitimate,True,5199,756
post_0545,Government approved scheme! Tax-free returns of 40% annually guaranteed!,whatsapp,2025-08-13 22:18:50.010576,4229,fraudulent,False,31913,760
post_0546,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-30 22:18:50.010582,477,legitimate,False,15155,775
post_0547,URGENT: This penny stock will be the next TESLA! Limited time offer - invest ₹10K get ₹1L,telegram,2025-09-03 22:18:50.010587,2025,fraudulent,False,14016,704
post_0548,Emergency fund should be your first priority before investing,instagram,2025-08-13 22:18:50.010592,499,legitimate,True,24843,570
post_0549,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,instagram,2025-08-06 22:18:50.010595,1400,fraudulent,False,43418,129
post_0550,Dollar-cost averaging can help reduce the impact of market volatility,whatsapp,2025-08-17 22:18:50.010598,110,legitimate,False,40191,67
post_0551,Regular portfolio review with rebalancing is essential for long-term success,twitter,2025-08-28 22:18:50.010604,474,legitimate,True,10153,471
post_0552,Market volatility is normal - stick to your investment plan and don't panic,whatsapp,2025-08-23 22:18:50.010608,16,legitimate,True,7266,551
post_0553,Asset allocation is key to managing investment risk effectively,facebook,2025-08-12 22:18:50.010612,494,legitimate,True,12538,808
post_0554,Asset allocation is key to managing investment risk effectively,facebook,2025-08-28 22:18:50.010615,139,legitimate,False,44182,277
post_0555,Consult a SEBI registered advisor before making major investment decisions,instagram,2025-08-24 22:18:50.010618,481,legitimate,False,36644,358
post_0556,URGENT: This penny stock will be the next TESLA! Limited time offer - invest ₹10K get ₹1L,whatsapp,2025-08-07 22:18:50.010621,3903,fraudulent,False,20058,534
post_0557,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-30 22:18:50.010624,165,legitimate,True,35169,523
post_0558,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,instagram,2025-08-16 22:18:50.010627,1569,fraudulent,False,9342,182
post_0559,Emergency fund should be your first priority before investing,twitter,2025-08-07 22:18:50.010630,257,legitimate,False,16932,962
post_0560,Always read the offer document before investing in any mutual fund scheme,whatsapp,2025-08-13 22:18:50.010633,485,legitimate,False,11425,377
post_0561,Regular portfolio review with rebalancing is essential for long-term success,telegram,2025-09-01 22:18:50.010639,475,legitimate,False,20810,363
post_0562,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,whatsapp,2025-08-12 22:18:50.010644,1679,fraudulent,False,26214,585
post_0563,Always read the offer document before investing in any mutual fund scheme,facebook,2025-08-07 22:18:50.010647,459,legitimate,False,5834,574
post_0564,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,twitter,2025-08-13 22:18:50.010650,2495,fraudulent,False,33794,714
post_0565,Always read the offer document before investing in any mutual fund scheme,instagram,2025-08-21 22:18:50.010654,161,legitimate,True,13719,64
post_0566,Asset allocation is key to managing investment risk effectively,instagram,2025-08-26 22:18:50.010657,343,legitimate,False,1257,163
post_0567,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,whatsapp,2025-08-13 22:18:50.010660,4917,fraudulent,False,960,429
post_0568,PUMP ALERT: Everyone buy ABC stock at 2 PM sharp! Let's take it to the moon! 🌙,telegram,2025-09-02 22:18:50.010663,4391,fraudulent,False,33289,392
post_0569,Regular portfolio review with rebalancing is essential for long-term success,telegram,2025-08-28 22:18:50.010666,305,legitimate,False,34833,791
post_0570,Consider diversifying your portfolio with index funds for long-term growth,twitter,2025-09-04 22:18:50.010669,299,legitimate,True,43749,814
post_0571,Consider diversifying your portfolio with index funds for long-term growth,telegram,2025-08-24 22:18:50.010672,488,legitimate,False,17973,522
post_0572,Market volatility is normal - stick to your investment plan and don't panic,whatsapp,2025-08-15 22:18:50.010675,416,legitimate,False,38056,338
post_0573,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,whatsapp,2025-08-25 22:18:50.010678,1355,fraudulent,False,27395,872
post_0574,Emergency fund should be your first priority before investing,telegram,2025-08-15 22:18:50.010681,52,legitimate,True,4793,318
post_0575,Consider diversifying your portfolio with index funds for long-term growth,facebook,2025-08-14 22:18:50.010684,438,legitimate,True,28640,963
post_0576,Research shows that systematic investment plans help build wealth over time,twitter,2025-08-15 22:18:50.010687,133,legitimate,True,36535,279
post_0577,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,instagram,2025-08-17 22:18:50.010692,2875,fraudulent,False,28154,498
post_0578,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,twitter,2025-09-04 22:18:50.010695,3069,fraudulent,False,13505,896
post_0579,Regular portfolio review with rebalancing is essential for long-term success,instagram,2025-08-15 22:18:50.010698,298,legitimate,True,38651,40
post_0580,Dollar-cost averaging can help reduce the impact of market volatility,twitter,2025-08-06 22:18:50.010702,200,legitimate,True,8989,876
post_0581,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,whatsapp,2025-08-25 22:18:50.010706,3653,fraudulent,False,46078,456
post_0582,Asset allocation is key to managing investment risk effectively,instagram,2025-08-11 22:18:50.010710,332,legitimate,False,21386,616
post_0583,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,telegram,2025-08-24 22:18:50.010713,1144,fraudulent,False,47461,591
post_0584,Always read the offer document before investing in any mutual fund scheme,twitter,2025-08-19 22:18:50.010716,158,legitimate,False,474,851
post_0585,Emergency fund should be your first priority before investing,telegram,2025-08-17 22:18:50.010719,218,legitimate,False,14757,656
post_0586,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,whatsapp,2025-08-31 22:18:50.010722,2171,fraudulent,False,42923,506
post_0587,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,facebook,2025-08-20 22:18:50.010725,3126,fraudulent,False,42720,456
post_0588,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,telegram,2025-08-24 22:18:50.010728,4005,fraudulent,False,44060,603
post_0589,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,facebook,2025-08-31 22:18:50.010731,1808,fraudulent,False,173,789
post_0590,Emergency fund should be your first priority before investing,instagram,2025-09-03 22:18:50.010734,478,legitimate,False,17491,808
post_0591,Asset allocation is key to managing investment risk effectively,telegram,2025-08-19 22:18:50.010737,206,legitimate,False,28606,256
post_0592,Emergency fund should be your first priority before investing,instagram,2025-08-24 22:18:50.010740,426,legitimate,True,19939,11
post_0593,Asset allocation is key to managing investment risk effectively,instagram,2025-08-22 22:18:50.010753,47,legitimate,False,42125,294
post_0594,Market volatility is normal - stick to your investment plan and don't panic,telegram,2025-08-24 22:18:50.010757,360,legitimate,False,25766,746
post_0595,Tax-saving investments under 80C can provide good returns with tax benefits,telegram,2025-08-17 22:18:50.010760,427,legitimate,False,14922,956
post_0596,Research shows that systematic investment plans help build wealth over time,whatsapp,2025-08-27 22:18:50.010763,491,legitimate,False,5760,260
post_0597,Asset allocation is key to managing investment risk effectively,twitter,2025-08-17 22:18:50.010766,277,legitimate,True,11612,166
post_0598,Asset allocation is key to managing investment risk effectively,facebook,2025-08-29 22:18:50.010769,245,legitimate,True,46381,534
post_0599,Dollar-cost averaging can help reduce the impact of market volatility,instagram,2025-08-11 22:18:50.010772,461,legitimate,True,13215,11
post_0600,Regular portfolio review with rebalancing is essential for long-term success,twitter,2025-08-25 22:18:50.010778,457,legitimate,True,29647,102
post_0601,Consult a SEBI registered advisor before making major investment decisions,instagram,2025-08-14 22:18:50.010781,325,legitimate,True,43009,348
post_0602,Consult a SEBI registered advisor before making major investment decisions,telegram,2025-08-24 22:18:50.010784,168,legitimate,False,18481,547
post_0603,Emergency fund should be your first priority before investing,instagram,2025-08-28 22:18:50.010787,477,legitimate,False,43835,310
post_0604,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,instagram,2025-08-31 22:18:50.010790,1156,fraudulent,False,36663,345
post_0605,Market volatility is normal - stick to your investment plan and don't panic,instagram,2025-08-10 22:18:50.010793,220,legitimate,True,41258,936
post_0606,Celebrity XYZ recommends this stock in viral video! Don't miss out!,telegram,2025-08-06 22:18:50.010796,4721,fraudulent,False,45442,584
post_0607,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,whatsapp,2025-08-26 22:18:50.010799,3309,fraudulent,False,22083,916
post_0608,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,whatsapp,2025-08-28 22:18:50.010802,4157,fraudulent,False,40867,723
post_0609,Regular portfolio review with rebalancing is essential for long-term success,twitter,2025-08-19 22:18:50.010807,92,legitimate,False,5913,197
post_0610,Always read the offer document before investing in any mutual fund scheme,twitter,2025-08-13 22:18:50.010810,242,legitimate,False,39979,900
post_0611,Tax-saving investments under 80C can provide good returns with tax benefits,telegram,2025-08-30 22:18:50.010813,412,legitimate,True,28648,239
post_0612,PUMP ALERT: Everyone buy ABC stock at 2 PM sharp! Let's take it to the moon! 🌙,instagram,2025-08-25 22:18:50.010816,2690,fraudulent,False,17658,636
post_0613,Tax-saving investments under 80C can provide good returns with tax benefits,twitter,2025-08-26 22:18:50.010819,257,legitimate,True,15659,854
post_0614,Always read the offer document before investing in any mutual fund scheme,whatsapp,2025-08-21 22:18:50.010822,73,legitimate,True,33925,261
post_0615,Research shows that systematic investment plans help build wealth over time,facebook,2025-08-16 22:18:50.010826,156,legitimate,True,5726,503
post_0616,Tax-saving investments under 80C can provide good returns with tax benefits,twitter,2025-08-09 22:18:50.010829,479,legitimate,False,25000,481
post_0617,Market volatility is normal - stick to your investment plan and don't panic,whatsapp,2025-08-19 22:18:50.010832,60,legitimate,True,46621,593
post_0618,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,telegram,2025-08-28 22:18:50.010834,580,fraudulent,False,2653,402
post_0619,Regular portfolio review with rebalancing is essential for long-term success,facebook,2025-08-10 22:18:50.010838,403,legitimate,True,47859,877
post_0620,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,whatsapp,2025-08-25 22:18:50.010842,2366,fraudulent,False,11550,730
post_0621,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,instagram,2025-08-20 22:18:50.010845,885,fraudulent,False,8645,346
post_0622,URGENT: This penny stock will be the next TESLA! Limited time offer - invest ₹10K get ₹1L,whatsapp,2025-08-27 22:18:50.010848,3066,fraudulent,False,9890,538
post_0623,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,whatsapp,2025-08-22 22:18:50.010851,1050,fraudulent,False,22036,256
